capitulo;grupo;codigo;tipo;descricao
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V214;subcategoria;Motociclista traumatizado em colisão com um veículo a pedal - condutor traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V215;subcategoria;Motociclista traumatizado em colisão com um veículo a pedal - passageiro traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V219;subcategoria;Motociclista traumatizado em colisão com um veículo a pedal - motociclista não especificado traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V22;categoria;Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V220;subcategoria;Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas - condutor traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V221;subcategoria;Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas - passageiro traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V222;subcategoria;Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas - motociclista não especificado traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V223;subcategoria;Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas - pessoa traumatizado ao subir ou descer do veículo
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V224;subcategoria;Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas - condutor traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V225;subcategoria;Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas - passageiro traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V229;subcategoria;Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas - motociclista não especificado traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V23;categoria;"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V230;subcategoria;"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - condutor traumatizado em acidente não-de-trânsito"
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V231;subcategoria;"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - passageiro traumatizado em acidente não-de-trânsito"
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V232;subcategoria;"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - motociclista não especificado traumatizado em acidente não-de-trânsito"
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V233;subcategoria;"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - pessoa traumatizado ao subir ou descer do veículo"
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V234;subcategoria;"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - condutor traumatizado em um acidente de trânsito"
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V235;subcategoria;"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - passageiro traumatizado em um acidente de trânsito"
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V239;subcategoria;"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - motociclista não especificado traumatizado em um acidente de trânsito"
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V24;categoria;Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V240;subcategoria;Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V241;subcategoria;Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus - passageiro traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V242;subcategoria;Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus - motociclista não especificado traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V243;subcategoria;Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa traumatizado ao subir ou descer do veículo
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V244;subcategoria;Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V245;subcategoria;Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus - passageiro traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V249;subcategoria;Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus - motociclista não especificado traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V25;categoria;Motociclista traumatizado em colisão com um trem ou um veículo ferroviário
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V250;subcategoria;Motociclista traumatizado em colisão com um trem ou um veículo ferroviário - condutor traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V251;subcategoria;Motociclista traumatizado em colisão com um trem ou um veículo ferroviário - passageiro traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V252;subcategoria;Motociclista traumatizado em colisão com um trem ou um veículo ferroviário - motociclista não especificado traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V253;subcategoria;Motociclista traumatizado em colisão com um trem ou um veículo ferroviário - pessoa traumatizado ao subir ou descer do veículo
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V254;subcategoria;Motociclista traumatizado em colisão com um trem ou um veículo ferroviário - condutor traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V255;subcategoria;Motociclista traumatizado em colisão com um trem ou um veículo ferroviário - passageiro traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V259;subcategoria;Motociclista traumatizado em colisão com um trem ou um veículo ferroviário - motociclista não especificado traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V26;categoria;Motociclista traumatizado em colisão com outro veículo não-motorizado
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V260;subcategoria;Motociclista traumatizado em colisão com outro veículo não-motorizado - condutor traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V261;subcategoria;Motociclista traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V262;subcategoria;Motociclista traumatizado em colisão com outro veículo não-motorizado - motociclista não especificado traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V263;subcategoria;Motociclista traumatizado em colisão com outro veículo não-motorizado - pessoa traumatizado ao subir ou descer do veículo
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V264;subcategoria;Motociclista traumatizado em colisão com outro veículo não-motorizado - condutor traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V265;subcategoria;Motociclista traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V269;subcategoria;Motociclista traumatizado em colisão com outro veículo não-motorizado - motociclista não especificado traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V27;categoria;Motociclista traumatizado em colisão com um objeto fixo ou parado
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V270;subcategoria;Motociclista traumatizado em colisão com um objeto fixo ou parado - condutor traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V271;subcategoria;Motociclista traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V272;subcategoria;Motociclista traumatizado em colisão com um objeto fixo ou parado - motociclista não especificado traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V273;subcategoria;Motociclista traumatizado em colisão com um objeto fixo ou parado - pessoa traumatizado ao subir ou descer do veículo
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V274;subcategoria;Motociclista traumatizado em colisão com um objeto fixo ou parado - condutor traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V275;subcategoria;Motociclista traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V279;subcategoria;Motociclista traumatizado em colisão com um objeto fixo ou parado - motociclista não especificado traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V28;categoria;Motociclista traumatizado em um acidente de transporte sem colisão
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V280;subcategoria;Motociclista traumatizado em um acidente de transporte sem colisão - condutor traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V281;subcategoria;Motociclista traumatizado em um acidente de transporte sem colisão - passageiro traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V282;subcategoria;Motociclista traumatizado em um acidente de transporte sem colisão - motociclista não especificado traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V283;subcategoria;Motociclista traumatizado em um acidente de transporte sem colisão - pessoa traumatizado ao subir ou descer do veículo
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V284;subcategoria;Motociclista traumatizado em um acidente de transporte sem colisão - condutor traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V285;subcategoria;Motociclista traumatizado em um acidente de transporte sem colisão - passageiro traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V289;subcategoria;Motociclista traumatizado em um acidente de transporte sem colisão - motociclista não especificado traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V29;categoria;Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V290;subcategoria;Condutor traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V291;subcategoria;Passageiro traumatizado em colisão com outros veículos com veículos não especificados, a motor, em um acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V292;subcategoria;Motociclista não especificado traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V293;subcategoria;Motociclista [qualquer] traumatizado em um acidente não especificado, não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V294;subcategoria;Condutor traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V295;subcategoria;Passageiro traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V296;subcategoria;Motociclista não especificado traumatizado em colisão com outros veículos e com veículos não especificados, a motor em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V298;subcategoria;Motociclista [qualquer] traumatizado em outros acidentes de transporte especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Motociclista traumatizado em um acidente de transporte;V299;subcategoria;Motociclista [qualquer] traumatizado em um acidente de trânsito não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V30;categoria;Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V300;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal - condutor traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V301;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal - passageiro traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V302;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V303;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal - ocupante não especificado de um triciclo motorizado traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V304;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal - pessoa traumatizada ao subir ou descer do veículo
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V305;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal - condutor traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V306;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal - passageiro traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V307;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V309;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal - ocupante não especificado de um triciclo motorizado traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V31;categoria;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V310;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal - condutor traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V311;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal - passageiro traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V312;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V313;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal - ocupante não especificado de um triciclo motorizado traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V314;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal - pessoa traumatizada ao subir ou descer do veículo
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V315;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal - condutor traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V316;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal - passageiro traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V317;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V319;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal - ocupante não especificado de um triciclo motorizado traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V32;categoria;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V320;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas - condutor traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V321;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas - passageiro traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V322;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V323;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas - ocupante não especificado de um triciclo motorizado traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V324;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas - pessoa traumatizada ao subir ou descer do veículo
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V325;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas - condutor traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V326;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas - passageiro traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V327;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V329;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas - ocupante não especificado de um triciclo motorizado traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V33;categoria;"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete"
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V330;subcategoria;"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - condutor traumatizado em acidente não-de-trânsito"
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V331;subcategoria;"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - passageiro traumatizado em acidente não-de-trânsito"
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V332;subcategoria;"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V333;subcategoria;"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - ocupante não especificado de um triciclo motorizado traumatizado em acidente não-de-trânsito"
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V334;subcategoria;"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - pessoa traumatizada ao subir ou descer do veículo"
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V335;subcategoria;"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - condutor traumatizado em um acidente de trânsito"
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V336;subcategoria;"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - passageiro traumatizado em um acidente de trânsito"
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V337;subcategoria;"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V339;subcategoria;"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete - ocupante não especificado de um triciclo motorizado traumatizado em um acidente de trânsito"
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V34;categoria;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V340;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V341;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus - passageiro traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V342;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V343;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus - ocupante não especificado de um triciclo motorizado traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V344;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa traumatizada ao subir ou descer do veículo
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V345;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V346;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus - passageiro traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V347;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V349;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus - ocupante não especificado de um triciclo motorizado traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V35;categoria;Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V350;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - condutor traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V351;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - passageiro traumatizado em acidente não-de-trânsito
